"X:","Y:","Z:","Roll:","Pitch:","Yaw:","Graph 0"
0.000000,0.000000,-0.020000,-179.790000,1.140000,-29.400000,""
0.000000,0.000000,-0.020000,-179.790000,1.130000,-29.410000,""
0.000000,0.000000,-0.020000,-179.790000,1.130000,-29.410000,""
0.000000,0.000000,-0.020000,-179.790000,1.130000,-29.420000,""
0.000000,0.000000,-0.020000,-179.790000,1.140000,-29.420000,""
0.000000,0.000000,-0.020000,-179.790000,1.130000,-29.450000,""
0.000000,0.000000,-0.010000,-179.780000,1.130000,-29.480000,""
0.000000,0.000000,-0.020000,-179.790000,1.130000,-29.470000,""
0.000000,0.000000,-0.020000,-179.790000,1.130000,-29.500000,""
0.000000,0.000000,-0.020000,-179.790000,1.140000,-29.520000,""
0.000000,0.000000,-0.020000,-179.790000,1.140000,-29.550000,""
0.000000,0.000000,-0.020000,-179.780000,1.140000,-29.570000,""
0.000000,-0.010000,-0.020000,-179.790000,1.140000,-29.570000,""
0.000000,0.000000,-0.020000,-179.780000,1.140000,-29.610000,""
0.000000,0.000000,-0.030000,-179.780000,1.140000,-29.630000,""
0.000000,0.000000,-0.020000,-179.780000,1.140000,-29.630000,""
0.000000,0.000000,-0.020000,-179.780000,1.140000,-29.670000,""
0.000000,0.000000,-0.010000,-179.780000,1.140000,-29.660000,""
0.000000,0.000000,-0.020000,-179.780000,1.130000,-29.670000,""
0.000000,0.000000,-0.020000,-179.780000,1.140000,-29.680000,""
0.000000,0.000000,-0.020000,-179.780000,1.140000,-29.680000,""
0.000000,0.000000,-0.010000,-179.780000,1.140000,-29.670000,""
0.000000,0.000000,-0.010000,-179.780000,1.140000,-29.640000,""
0.000000,0.000000,-0.020000,-179.780000,1.130000,-29.640000,""
0.000000,0.000000,-0.020000,-179.780000,1.120000,-29.620000,""
0.000000,0.000000,-0.020000,-179.780000,1.120000,-29.650000,""
0.000000,0.000000,-0.020000,-179.780000,1.130000,-29.670000,""
0.000000,0.000000,-0.020000,-179.780000,1.130000,-29.620000,""
0.000000,0.000000,-0.020000,-179.780000,1.130000,-29.560000,""
0.000000,0.000000,-0.020000,-179.780000,1.130000,-29.540000,""
0.000000,0.000000,-0.020000,-179.780000,1.130000,-29.560000,""
0.000000,0.000000,-0.020000,-179.780000,1.140000,-29.580000,""
0.000000,0.000000,-0.020000,-179.780000,1.130000,-29.570000,""
0.000000,0.000000,-0.020000,-179.770000,1.130000,-29.570000,""
0.000000,0.000000,-0.020000,-179.760000,1.130000,-29.540000,""
0.000000,0.000000,-0.030000,-179.710000,1.130000,-29.550000,""
-0.010000,0.000000,0.000000,-179.750000,1.130000,-29.560000,""
0.000000,0.010000,-0.030000,-179.730000,1.130000,-29.640000,""
-0.040000,0.000000,-0.010000,-179.750000,1.130000,-29.840000,""
-0.070000,0.000000,-0.020000,-179.770000,1.130000,-30.030000,""
-0.020000,0.000000,-0.030000,-179.760000,1.140000,-30.290000,""
0.020000,0.010000,-0.020000,-179.810000,1.130000,-30.420000,""
0.040000,0.000000,-0.010000,-179.740000,1.130000,-30.510000,""
0.020000,0.000000,-0.020000,-179.650000,1.130000,-30.530000,""
0.020000,0.000000,-0.020000,-179.630000,1.130000,-30.550000,""
0.000000,-0.010000,-0.020000,-179.640000,1.130000,-30.600000,""
0.000000,-0.070000,-0.010000,-179.630000,1.130000,-30.670000,""
-0.010000,-0.040000,-0.020000,-179.650000,1.140000,-30.750000,""
-0.010000,-0.030000,-0.020000,-179.680000,1.140000,-30.860000,""
-0.010000,0.000000,-0.020000,-179.780000,1.130000,-30.990000,""
0.000000,0.060000,-0.020000,-179.860000,1.130000,-31.130000,""
-0.010000,0.030000,-0.030000,-179.840000,1.130000,-31.360000,""
-0.010000,0.030000,-0.020000,-179.870000,1.130000,-31.510000,""
0.000000,-0.010000,-0.010000,-179.800000,1.140000,-31.630000,""
0.000000,0.000000,-0.010000,-179.690000,1.150000,-31.760000,""
0.010000,0.010000,-0.030000,-179.670000,1.150000,-31.810000,""
0.010000,-0.010000,-0.020000,-179.690000,1.140000,-31.920000,""
-0.020000,-0.020000,-0.030000,-179.670000,1.130000,-32.060000,""
-0.030000,-0.010000,-0.020000,-179.700000,1.120000,-32.260000,""
-0.020000,-0.020000,-0.020000,-179.700000,1.120000,-32.500000,""
-0.010000,0.010000,-0.010000,-179.730000,1.120000,-32.710000,""
0.010000,0.000000,0.000000,-179.770000,1.120000,-32.920000,""
0.010000,0.000000,-0.010000,-179.820000,1.120000,-33.200000,""
-0.010000,0.020000,-0.020000,-179.860000,1.130000,-33.640000,""
0.000000,-0.010000,-0.060000,-179.970000,1.120000,-34.210000,""
-0.010000,-0.020000,-0.040000,179.880000,1.120000,-34.970000,""
0.000000,-0.040000,-0.020000,179.870000,1.120000,-35.770000,""
-0.010000,0.030000,-0.040000,179.910000,1.110000,-36.240000,""
0.000000,0.000000,-0.020000,-179.950000,1.110000,-36.460000,""
0.040000,0.000000,-0.020000,-179.940000,1.110000,-36.600000,""
0.030000,0.010000,-0.020000,-179.960000,1.110000,-36.730000,""
0.000000,0.030000,-0.010000,-179.980000,1.110000,-36.950000,""
-0.040000,0.030000,-0.020000,179.970000,1.110000,-37.240000,""
-0.040000,0.020000,-0.020000,179.940000,1.120000,-37.610000,""
-0.020000,-0.020000,-0.020000,179.890000,1.120000,-37.940000,""
0.010000,-0.040000,-0.030000,179.870000,1.120000,-38.390000,""
0.020000,0.030000,-0.020000,179.810000,1.120000,-38.810000,""
0.000000,0.030000,-0.020000,179.690000,1.130000,-39.360000,""
0.020000,0.030000,-0.020000,179.680000,1.130000,-42.000000,""
0.010000,0.010000,-0.020000,179.660000,1.130000,-42.260000,""
0.010000,0.030000,-0.020000,179.640000,1.150000,-42.450000,""
0.000000,0.020000,-0.020000,179.630000,1.150000,-42.610000,""
-0.010000,0.000000,-0.020000,179.620000,1.150000,-42.810000,""
0.000000,0.010000,-0.020000,179.620000,1.150000,-42.990000,""
0.010000,0.000000,-0.020000,179.610000,1.150000,-43.140000,""
-0.040000,0.010000,-0.020000,179.600000,1.150000,-43.330000,""
0.010000,0.000000,-0.020000,179.600000,1.150000,-43.500000,""
0.020000,0.010000,-0.020000,179.600000,1.150000,-43.600000,""
0.020000,0.010000,-0.020000,179.590000,1.150000,-43.620000,""
0.020000,0.010000,-0.020000,179.590000,1.150000,-43.580000,""
0.000000,-0.010000,-0.010000,179.570000,1.150000,-43.520000,""
0.000000,-0.020000,-0.020000,179.560000,1.150000,-43.450000,""
0.000000,-0.020000,-0.020000,179.500000,1.150000,-43.410000,""
-0.020000,0.010000,-0.020000,179.390000,1.150000,-43.320000,""
0.010000,-0.010000,-0.020000,179.380000,1.150000,-43.250000,""
0.000000,-0.030000,-0.020000,179.360000,1.150000,-43.150000,""
-0.010000,-0.020000,-0.020000,179.340000,1.150000,-43.050000,""
0.010000,0.000000,-0.010000,179.340000,1.150000,-42.940000,""
-0.010000,0.000000,-0.020000,179.340000,1.150000,-42.860000,""
-0.010000,0.000000,-0.020000,179.290000,1.150000,-42.780000,""
-0.010000,-0.020000,-0.010000,179.180000,1.150000,-42.760000,""
0.000000,0.010000,-0.030000,179.050000,1.160000,-42.720000,""
0.000000,0.000000,-0.020000,179.030000,1.170000,-42.620000,""
-0.010000,-0.020000,0.000000,179.010000,1.170000,-42.520000,""
-0.010000,0.010000,-0.030000,179.020000,1.170000,-42.370000,""
-0.010000,0.000000,-0.020000,179.020000,1.160000,-42.260000,""
-0.050000,0.000000,-0.020000,179.040000,1.160000,-42.160000,""
-0.010000,-0.010000,-0.020000,179.050000,1.160000,-42.150000,""
-0.020000,0.000000,-0.020000,179.060000,1.160000,-42.130000,""
-0.020000,-0.010000,-0.020000,179.070000,1.160000,-42.030000,""
-0.020000,-0.010000,-0.020000,179.070000,1.160000,-41.950000,""
-0.010000,-0.010000,-0.020000,179.070000,1.160000,-41.860000,""
-0.010000,-0.020000,-0.040000,179.070000,1.160000,-41.800000,""
-0.010000,-0.040000,-0.020000,179.080000,1.170000,-41.710000,""
-0.010000,-0.010000,-0.020000,179.100000,1.170000,-41.620000,""
-0.020000,-0.030000,-0.020000,179.110000,1.170000,-41.570000,""
-0.030000,-0.020000,-0.020000,179.120000,1.160000,-41.490000,""
-0.010000,-0.010000,-0.020000,179.120000,1.160000,-41.430000,""
-0.010000,-0.010000,-0.020000,179.130000,1.160000,-41.340000,""
-0.010000,-0.010000,-0.020000,179.130000,1.160000,-41.270000,""
-0.010000,-0.010000,-0.020000,179.140000,1.160000,-41.190000,""
-0.010000,-0.020000,-0.010000,179.150000,1.160000,-41.110000,""
-0.010000,-0.010000,-0.020000,179.150000,1.160000,-41.040000,""
-0.020000,-0.020000,-0.020000,179.160000,1.160000,-41.000000,""
-0.020000,-0.010000,-0.020000,179.160000,1.160000,-40.940000,""
-0.010000,-0.020000,-0.020000,179.170000,1.160000,-40.880000,""
-0.010000,-0.020000,-0.020000,179.170000,1.160000,-40.840000,""
-0.010000,-0.010000,-0.020000,179.180000,1.160000,-40.750000,""
-0.010000,-0.020000,-0.020000,179.180000,1.160000,-40.690000,""
-0.010000,-0.020000,-0.030000,179.180000,1.160000,-40.630000,""
-0.010000,-0.010000,-0.020000,179.190000,1.160000,-40.550000,""
-0.010000,-0.010000,-0.010000,179.190000,1.160000,-40.500000,""
-0.010000,-0.010000,-0.030000,179.200000,1.160000,-40.450000,""
-0.010000,-0.020000,-0.020000,179.200000,1.160000,-40.400000,""
-0.010000,-0.010000,-0.020000,179.210000,1.160000,-40.360000,""
-0.010000,-0.010000,-0.020000,179.210000,1.160000,-40.310000,""
-0.010000,-0.010000,-0.010000,179.220000,1.160000,-40.240000,""
-0.010000,-0.010000,-0.030000,179.220000,1.160000,-40.160000,""
-0.010000,-0.010000,-0.020000,179.230000,1.160000,-40.100000,""
-0.010000,-0.010000,-0.020000,179.230000,1.160000,-40.050000,""
-0.010000,-0.010000,-0.020000,179.240000,1.160000,-40.000000,""
-0.010000,-0.010000,-0.020000,179.240000,1.160000,-39.910000,""
-0.010000,-0.010000,-0.020000,179.250000,1.160000,-39.830000,""
-0.010000,-0.010000,-0.020000,179.250000,1.160000,-39.830000,""
-0.010000,-0.010000,-0.020000,179.260000,1.160000,-39.770000,""
-0.010000,-0.010000,-0.020000,179.260000,1.160000,-39.700000,""
-0.010000,-0.020000,-0.020000,179.270000,1.160000,-39.670000,""
-0.010000,-0.010000,-0.020000,179.270000,1.160000,-39.620000,""
-0.010000,-0.010000,-0.020000,179.280000,1.160000,-39.580000,""
-0.010000,-0.010000,-0.020000,179.280000,1.160000,-39.490000,""
-0.010000,-0.010000,-0.020000,179.290000,1.150000,-39.430000,""
-0.010000,-0.010000,-0.020000,179.290000,1.150000,-39.390000,""
-0.010000,-0.020000,-0.020000,179.300000,1.150000,-39.350000,""
-0.010000,-0.010000,-0.020000,179.310000,1.150000,-39.300000,""
-0.010000,-0.010000,-0.020000,179.310000,1.150000,-39.290000,""
-0.010000,-0.010000,-0.020000,179.310000,1.150000,-39.230000,""
-0.010000,-0.010000,-0.020000,179.320000,1.150000,-39.200000,""
-0.010000,-0.010000,-0.020000,179.320000,1.150000,-39.190000,""
-0.010000,-0.010000,-0.020000,179.330000,1.150000,-39.160000,""
-0.010000,-0.010000,-0.020000,179.340000,1.150000,-39.120000,""
-0.010000,-0.010000,-0.010000,179.340000,1.150000,-39.070000,""
-0.010000,-0.010000,-0.010000,179.340000,1.150000,-39.040000,""
-0.010000,-0.010000,-0.020000,179.350000,1.150000,-39.020000,""
-0.010000,-0.010000,-0.020000,179.400000,1.150000,-38.990000,""
-0.010000,-0.010000,-0.010000,179.410000,1.140000,-38.740000,""
-0.010000,-0.010000,-0.020000,179.410000,1.140000,-38.740000,""
-0.010000,-0.010000,-0.020000,179.420000,1.140000,-38.730000,""
-0.010000,-0.010000,-0.020000,179.420000,1.140000,-38.710000,""
-0.010000,-0.010000,-0.020000,179.420000,1.140000,-38.700000,""
-0.010000,-0.010000,-0.020000,179.430000,1.140000,-38.670000,""
-0.010000,-0.010000,-0.010000,179.430000,1.140000,-38.650000,""
-0.010000,-0.010000,-0.020000,179.430000,1.140000,-38.630000,""
-0.010000,-0.010000,-0.020000,179.440000,1.140000,-38.600000,""
-0.010000,-0.010000,-0.020000,179.440000,1.140000,-38.560000,""
-0.010000,-0.010000,-0.010000,179.450000,1.140000,-38.540000,""
-0.010000,-0.010000,-0.020000,179.450000,1.140000,-38.530000,""
-0.010000,-0.010000,-0.020000,179.460000,1.140000,-38.520000,""
-0.010000,-0.010000,-0.020000,179.460000,1.140000,-38.530000,""
-0.010000,-0.010000,-0.020000,179.460000,1.140000,-38.530000,""
-0.010000,-0.010000,-0.020000,179.470000,1.140000,-38.490000,""
-0.010000,-0.010000,-0.020000,179.470000,1.140000,-38.500000,""
-0.010000,-0.010000,-0.020000,179.470000,1.140000,-38.470000,""
-0.010000,-0.010000,-0.020000,179.480000,1.140000,-38.460000,""
-0.010000,-0.010000,-0.020000,179.480000,1.140000,-38.460000,""
-0.010000,-0.010000,-0.020000,179.480000,1.140000,-38.370000,""
-0.010000,-0.010000,-0.020000,179.490000,1.140000,-38.340000,""
-0.010000,-0.010000,-0.020000,179.490000,1.140000,-38.310000,""
-0.010000,-0.010000,-0.020000,179.490000,1.140000,-38.280000,""
-0.010000,-0.010000,-0.020000,179.500000,1.150000,-38.250000,""
-0.010000,-0.010000,-0.020000,179.500000,1.150000,-38.240000,""
-0.010000,-0.010000,-0.030000,179.510000,1.150000,-38.210000,""
-0.010000,-0.010000,-0.030000,179.510000,1.150000,-38.180000,""
-0.010000,-0.010000,-0.020000,179.510000,1.150000,-38.190000,""
-0.010000,-0.010000,-0.030000,179.520000,1.150000,-38.160000,""
0.000000,-0.010000,-0.020000,179.520000,1.150000,-38.130000,""
-0.010000,-0.010000,-0.030000,179.530000,1.150000,-38.100000,""
-0.010000,-0.010000,-0.020000,179.530000,1.150000,-38.080000,""
-0.010000,-0.010000,-0.020000,179.540000,1.150000,-38.080000,""
-0.010000,-0.010000,-0.020000,179.540000,1.150000,-38.080000,""
-0.010000,-0.010000,-0.020000,179.550000,1.150000,-38.070000,""
-0.010000,-0.010000,-0.020000,179.550000,1.150000,-38.050000,""
-0.010000,-0.010000,-0.020000,179.550000,1.150000,-38.070000,""
-0.010000,-0.010000,-0.010000,179.560000,1.150000,-38.100000,""
-0.010000,-0.010000,-0.010000,179.560000,1.150000,-38.040000,""
-0.010000,-0.010000,-0.020000,179.560000,1.150000,-38.040000,""
0.000000,-0.010000,-0.020000,179.570000,1.150000,-38.020000,""
-0.010000,-0.010000,-0.020000,179.570000,1.140000,-38.040000,""
-0.010000,-0.010000,-0.010000,179.570000,1.140000,-38.030000,""
-0.010000,-0.010000,-0.020000,179.580000,1.140000,-38.020000,""
-0.010000,-0.010000,-0.020000,179.580000,1.140000,-37.980000,""
-0.010000,-0.010000,-0.030000,179.580000,1.140000,-37.960000,""
-0.010000,-0.010000,-0.020000,179.590000,1.140000,-37.930000,""
-0.010000,-0.010000,-0.020000,179.590000,1.140000,-37.900000,""
-0.010000,-0.010000,-0.020000,179.590000,1.140000,-37.920000,""
0.000000,-0.010000,-0.010000,179.600000,1.140000,-37.900000,""
0.000000,-0.010000,-0.020000,179.600000,1.140000,-37.910000,""
0.000000,-0.010000,-0.030000,179.600000,1.130000,-37.910000,""
-0.010000,-0.010000,-0.020000,179.610000,1.130000,-37.900000,""
-0.010000,-0.010000,-0.020000,179.610000,1.140000,-37.890000,""
-0.010000,-0.010000,-0.020000,179.620000,1.140000,-37.890000,""
-0.010000,-0.010000,-0.020000,179.620000,1.140000,-37.870000,""
-0.010000,-0.010000,-0.020000,179.620000,1.140000,-37.860000,""
-0.010000,-0.010000,-0.020000,179.630000,1.140000,-37.870000,""
-0.010000,-0.010000,-0.020000,179.630000,1.140000,-37.880000,""
-0.010000,-0.010000,-0.020000,179.630000,1.140000,-37.880000,""
-0.010000,-0.010000,-0.010000,179.630000,1.130000,-37.860000,""
0.000000,-0.010000,-0.020000,179.630000,1.140000,-37.850000,""
-0.010000,-0.010000,-0.020000,179.640000,1.130000,-37.850000,""
-0.010000,-0.010000,-0.020000,179.640000,1.130000,-37.840000,""
0.000000,-0.010000,-0.020000,179.640000,1.130000,-37.870000,""
-0.010000,-0.010000,-0.020000,179.650000,1.130000,-37.850000,""
-0.010000,-0.010000,-0.020000,179.650000,1.130000,-37.860000,""
-0.010000,-0.010000,-0.020000,179.660000,1.130000,-37.840000,""
-0.010000,-0.010000,-0.020000,179.660000,1.130000,-37.850000,""
-0.010000,-0.010000,-0.020000,179.660000,1.130000,-37.840000,""
-0.010000,-0.010000,-0.020000,179.660000,1.130000,-37.810000,""
0.000000,-0.010000,-0.020000,179.670000,1.130000,-37.800000,""
0.000000,-0.010000,-0.020000,179.670000,1.130000,-37.830000,""
-0.010000,-0.010000,-0.020000,179.670000,1.130000,-37.840000,""
-0.010000,-0.010000,-0.020000,179.670000,1.130000,-37.830000,""
-0.010000,-0.010000,-0.020000,179.680000,1.130000,-37.810000,""
-0.010000,-0.010000,-0.020000,179.680000,1.130000,-37.830000,""
-0.010000,-0.010000,-0.020000,179.680000,1.130000,-37.860000,""
-0.010000,-0.010000,-0.020000,179.690000,1.130000,-37.850000,""
-0.010000,-0.010000,-0.020000,179.690000,1.130000,-37.840000,""
-0.010000,-0.010000,-0.020000,179.690000,1.130000,-37.830000,""
-0.010000,-0.010000,-0.020000,179.690000,1.130000,-37.820000,""
-0.010000,-0.010000,-0.020000,179.690000,1.130000,-37.800000,""
0.000000,0.000000,-0.020000,179.700000,1.130000,-37.790000,""
-0.010000,-0.010000,-0.030000,179.740000,1.130000,-37.790000,""
-0.010000,0.000000,-0.020000,179.740000,1.130000,-37.700000,""
0.000000,-0.010000,-0.020000,179.740000,1.130000,-37.710000,""
-0.010000,-0.010000,-0.020000,179.740000,1.130000,-37.680000,""
-0.010000,-0.010000,-0.020000,179.740000,1.130000,-37.660000,""
0.000000,-0.010000,-0.020000,179.740000,1.130000,-37.620000,""
0.000000,-0.010000,-0.020000,179.740000,1.130000,-37.580000,""
-0.010000,-0.010000,-0.020000,179.750000,1.130000,-37.590000,""
0.000000,-0.010000,-0.020000,179.750000,1.130000,-37.600000,""
-0.010000,-0.010000,-0.020000,179.760000,1.130000,-37.580000,""
0.000000,-0.010000,-0.020000,179.760000,1.130000,-37.570000,""
-0.010000,0.000000,-0.020000,179.760000,1.130000,-37.550000,""
-0.010000,0.000000,-0.030000,179.760000,1.130000,-37.560000,""
0.000000,-0.010000,-0.020000,179.770000,1.130000,-37.560000,""
0.000000,-0.010000,0.000000,179.770000,1.130000,-37.560000,""
-0.010000,-0.010000,-0.020000,179.770000,1.130000,-37.560000,""
-0.010000,-0.010000,-0.020000,179.770000,1.130000,-37.550000,""
-0.010000,0.000000,-0.020000,179.780000,1.130000,-37.550000,""
-0.010000,-0.010000,-0.020000,179.780000,1.130000,-37.570000,""
-0.010000,-0.010000,-0.020000,179.780000,1.130000,-37.600000,""
-0.010000,0.000000,-0.020000,179.790000,1.130000,-37.610000,""
-0.010000,0.000000,-0.020000,179.790000,1.130000,-37.650000,""
-0.010000,-0.010000,0.000000,179.790000,1.130000,-37.660000,""
0.000000,-0.010000,-0.030000,179.800000,1.130000,-37.660000,""
0.000000,-0.010000,-0.020000,179.800000,1.130000,-37.660000,""
-0.010000,-0.010000,-0.020000,179.800000,1.130000,-37.680000,""
-0.010000,-0.010000,-0.020000,179.800000,1.130000,-37.670000,""
0.000000,0.000000,-0.020000,179.810000,1.130000,-37.680000,""
0.000000,0.000000,-0.020000,179.810000,1.130000,-37.680000,""
-0.010000,-0.010000,-0.010000,179.810000,1.130000,-37.680000,""
-0.010000,-0.010000,-0.020000,179.810000,1.130000,-37.680000,""
-0.010000,-0.010000,-0.030000,179.810000,1.130000,-37.700000,""
0.000000,-0.010000,-0.020000,179.810000,1.130000,-37.730000,""
0.000000,-0.010000,-0.020000,179.820000,1.130000,-37.720000,""
-0.010000,-0.010000,-0.020000,179.820000,1.130000,-37.720000,""
0.000000,0.000000,-0.020000,179.820000,1.130000,-37.700000,""
0.000000,0.000000,-0.020000,179.820000,1.130000,-37.690000,""
-0.010000,0.000000,-0.020000,179.820000,1.130000,-37.690000,""
0.000000,0.000000,-0.020000,179.820000,1.130000,-37.700000,""
0.000000,-0.010000,-0.020000,179.830000,1.130000,-37.740000,""
0.000000,-0.010000,-0.020000,179.830000,1.130000,-37.740000,""
-0.010000,0.000000,-0.020000,179.830000,1.130000,-37.750000,""
0.000000,-0.010000,-0.020000,179.830000,1.130000,-37.760000,""
0.000000,-0.010000,-0.020000,179.830000,1.130000,-37.800000,""
-0.010000,-0.010000,-0.020000,179.830000,1.130000,-37.780000,""
-0.010000,0.000000,-0.010000,179.830000,1.130000,-37.780000,""
-0.010000,-0.010000,-0.020000,179.840000,1.130000,-37.790000,""
0.000000,-0.010000,-0.010000,179.840000,1.130000,-37.790000,""
-0.010000,-0.010000,-0.020000,179.840000,1.130000,-37.830000,""
0.000000,-0.010000,-0.020000,179.840000,1.140000,-37.850000,""
0.000000,0.000000,-0.020000,179.840000,1.140000,-37.840000,""
-0.010000,-0.010000,-0.020000,179.840000,1.130000,-37.850000,""
-0.010000,0.000000,-0.020000,179.850000,1.130000,-37.840000,""
0.000000,-0.010000,-0.020000,179.850000,1.130000,-37.840000,""
0.000000,-0.010000,-0.030000,179.850000,1.140000,-37.820000,""
0.000000,0.000000,-0.020000,179.850000,1.140000,-37.810000,""
-0.010000,0.000000,-0.020000,179.850000,1.140000,-37.780000,""
0.000000,0.000000,-0.020000,179.860000,1.160000,-37.830000,""
-0.010000,0.000000,-0.020000,179.870000,1.150000,-37.830000,""
0.000000,-0.010000,-0.020000,179.870000,1.140000,-37.840000,""
0.000000,0.000000,-0.030000,179.870000,1.150000,-37.840000,""
0.000000,-0.010000,-0.020000,179.870000,1.140000,-37.840000,""
-0.010000,-0.010000,-0.010000,179.870000,1.150000,-37.850000,""
0.000000,0.000000,-0.030000,179.870000,1.140000,-37.860000,""
0.020000,0.000000,-0.010000,179.870000,1.130000,-37.830000,""
0.010000,-0.010000,-0.020000,179.860000,1.120000,-37.800000,""
0.000000,0.000000,-0.010000,179.860000,1.120000,-37.720000,""
0.020000,0.000000,-0.010000,179.860000,1.120000,-37.650000,""
-0.010000,-0.010000,-0.010000,179.880000,1.120000,-37.560000,""
0.010000,-0.010000,0.000000,179.890000,1.050000,-37.410000,""
0.020000,0.000000,-0.010000,179.870000,1.060000,-37.260000,""
0.010000,-0.010000,-0.020000,179.900000,1.060000,-37.090000,""
0.000000,0.000000,-0.030000,179.920000,1.080000,-36.910000,""
-0.010000,0.030000,-0.040000,179.950000,1.070000,-36.700000,""
0.000000,0.010000,-0.020000,179.960000,1.070000,-36.530000,""
0.000000,0.030000,-0.050000,179.950000,1.080000,-36.330000,""
0.000000,0.010000,-0.010000,179.970000,1.070000,-36.130000,""
0.010000,0.030000,0.000000,180.000000,1.060000,-35.930000,""
-0.040000,0.030000,-0.020000,-179.970000,1.060000,-35.720000,""
-0.020000,-0.010000,-0.030000,-179.920000,1.050000,-35.520000,""
-0.010000,0.000000,-0.020000,-179.900000,1.050000,-35.310000,""
0.000000,0.000000,-0.010000,-179.890000,1.040000,-35.230000,""
-0.020000,-0.020000,-0.020000,-179.910000,1.040000,-35.200000,""
-0.010000,0.000000,0.020000,-179.890000,1.040000,-35.170000,""
0.000000,0.010000,-0.040000,179.000000,1.030000,-34.840000,""
0.000000,-0.020000,-0.010000,179.840000,1.030000,-34.810000,""
0.010000,-0.030000,-0.020000,179.770000,1.030000,-34.740000,""
0.020000,-0.030000,-0.040000,179.810000,1.030000,-34.580000,""
0.000000,-0.010000,-0.020000,179.820000,1.020000,-34.450000,""
-0.010000,-0.010000,-0.010000,179.850000,1.020000,-34.320000,""
0.000000,-0.020000,-0.010000,179.860000,1.030000,-34.090000,""
0.000000,-0.020000,-0.010000,179.860000,1.020000,-33.870000,""
0.000000,0.020000,-0.020000,179.870000,1.020000,-33.700000,""
0.000000,0.000000,-0.020000,179.870000,1.020000,-33.530000,""
0.000000,0.010000,-0.030000,179.860000,1.010000,-33.270000,""
0.000000,-0.010000,-0.040000,179.850000,1.010000,-33.010000,""
0.000000,-0.010000,-0.020000,179.840000,1.010000,-32.710000,""
-0.020000,-0.020000,-0.030000,179.860000,1.010000,-32.410000,""
-0.020000,-0.010000,-0.020000,179.890000,1.000000,-32.120000,""
-0.030000,0.000000,-0.020000,179.940000,1.000000,-31.870000,""
-0.020000,0.000000,0.000000,179.950000,1.000000,-31.730000,""
-0.020000,-0.010000,-0.020000,179.990000,1.000000,-31.660000,""
0.000000,0.000000,-0.020000,179.990000,1.000000,-31.610000,""
-0.010000,0.000000,-0.030000,180.000000,1.010000,-31.600000,""
0.000000,0.000000,-0.020000,179.990000,1.010000,-31.620000,""
0.010000,-0.020000,-0.030000,179.960000,1.010000,-31.630000,""
0.010000,-0.040000,-0.010000,179.920000,1.020000,-31.620000,""
0.020000,-0.030000,-0.070000,179.880000,1.020000,-31.520000,""
0.000000,-0.020000,-0.010000,179.890000,1.010000,-31.290000,""
0.020000,0.010000,-0.010000,179.910000,1.020000,-31.020000,""
-0.020000,0.010000,-0.020000,179.870000,1.010000,-30.890000,""
-0.040000,0.000000,-0.030000,179.890000,1.010000,-30.850000,""
-0.020000,0.000000,-0.020000,179.930000,1.010000,-30.830000,""
-0.010000,-0.010000,-0.020000,179.930000,1.000000,-30.880000,""
-0.020000,0.010000,-0.030000,179.960000,1.010000,-30.930000,""
0.000000,0.010000,-0.020000,179.970000,1.000000,-31.010000,""
0.000000,-0.020000,-0.030000,179.960000,0.990000,-31.070000,""
0.000000,0.030000,-0.030000,179.960000,0.990000,-31.130000,""
0.000000,-0.040000,0.000000,179.960000,0.990000,-31.180000,""
0.000000,-0.040000,-0.060000,179.950000,0.970000,-31.250000,""
0.010000,0.000000,-0.010000,179.950000,0.970000,-31.310000,""
0.010000,-0.020000,-0.020000,179.990000,0.960000,-31.330000,""
-0.010000,-0.020000,-0.040000,179.970000,0.960000,-31.370000,""
0.000000,-0.020000,-0.010000,179.960000,0.950000,-31.360000,""
0.010000,0.000000,-0.020000,179.980000,0.950000,-31.340000,""
0.000000,-0.010000,-0.020000,-179.970000,0.950000,-31.300000,""
0.020000,-0.010000,-0.020000,179.980000,0.950000,-31.240000,""
-0.010000,-0.010000,0.000000,179.970000,0.950000,-31.150000,""
0.000000,-0.010000,-0.060000,179.940000,0.950000,-31.070000,""
0.010000,0.000000,-0.030000,179.950000,0.940000,-30.930000,""
-0.010000,-0.020000,-0.010000,179.930000,0.960000,-30.720000,""
0.010000,0.020000,-0.020000,179.860000,0.950000,-30.490000,""
-0.010000,-0.020000,-0.030000,179.840000,0.950000,-30.260000,""
-0.020000,0.030000,-0.030000,179.860000,0.950000,-30.020000,""
-0.010000,0.010000,-0.020000,179.840000,0.950000,-29.770000,""
-0.030000,-0.010000,0.000000,179.840000,0.940000,-29.550000,""
-0.010000,-0.020000,-0.020000,179.820000,0.940000,-29.430000,""
0.000000,0.000000,-0.020000,179.830000,0.940000,-29.330000,""
0.000000,-0.010000,-0.010000,179.850000,0.930000,-29.270000,""
-0.010000,-0.020000,-0.040000,179.830000,0.930000,-29.190000,""
-0.010000,-0.020000,-0.010000,179.790000,0.920000,-29.100000,""
0.000000,-0.040000,-0.020000,179.790000,0.920000,-29.020000,""
0.010000,-0.020000,0.020000,179.750000,0.920000,-28.950000,""
0.010000,-0.030000,-0.060000,179.740000,0.920000,-28.820000,""
0.050000,-0.030000,-0.030000,179.770000,0.920000,-28.650000,""
